"","Antrocar","Boscia","Balanite","Diospyro","Alchorne","Uapaca","Meliacea","Cleome","Pycnanth","Baphia","Fagara","Ligulifl","Graminea","Elaeis.g","Tubulifl","Acridoca","Bridelia","Celastra","Indeterm","Rhizopho","Tetrorch","Cyperace","Acanthac","Dodonaea","Macarang","Martreti","Phyllant","Irvingia","Tapinant","Ficus","Podocarp","Rubiacea","Canthium","Allophyl","Typha","Caesalpi","Brachyst","Artemisi","Ephedra","Euphorbi","Hymenoca","Iodes","Acacia","Myrica","Sauvages","Ximenia","Schreber","Solanum","Abrus.ty","Zygophyl","Pinus","Ruellia","Stereosp","Detarium","Antidesm","Grewia","Papilion","Dorsteni","Lophira","Olacacea","Adenia","Mussaend","Salix","Scrophul","Umbellif","Urticace","Tribulus","Anacardi","Celtis","Cupressa","Lythrace","Malvacea","Rhamnace","Rutaceae","Rauvolfi","Caryophy","Linaceae","Plantago","Justicia","Lannea","Ilex","Cassia","Maerua","Olea","Polygala","Protea","Parinari","Thymelea","Ceiba","Polycarp","Mallotus","Kohautia","Mitracar","Betula","Bombax","Cordia","Danielli","Erica","Quercus","Guttifer","Icacina","Liliacea","Trichili","Mimosa.p","Bosqueia","Olea.hoc","Pterocar","Pavetta","Ampeloci","Fagonia","Dialium","Polycarp.1","Blighia","Cussonia","Barleria","Spondian","Combreta","Crudia","Cissus","Erythrop","Indigofe","Maproune","Pentacle","Sabicea","Sesbania","Sherbour","Borassus","Rhynchos","Acanthus","Aizoacea","Myriophy","Chenopod","Bignonia","Hypoeste","Palmae","Blephari","Acioa","Afrormos","Allanbla","Alnus","Amphimas","Aurates","Berlinia","Boswelli","Brassica","Burkea","Calligon","Caloncob","Chassali","Citrullu","Clausena","Cnestis","Cola","Corylus","Crateris","Crossopt","Crozopho","Cryptose","Cuviera","Desplati","Drepanoc","Entada.P","Flacourt","Gaertner","Gilberti","Glyphaea","Haplocoe","Heliotro","Heliotro.1","Heritier","Ixora","Khaja.ty","Leonotis","Leucas","Lonchoca","Lotus.ty","Manilkar","Meliacea.1","Melochia","Moltkia","Nauclea","Nitraria","Ochna","Olea.chr","Ormocarp","Otomeria","Pentas","Phytolac","Rhinopte","Rytigyni","Salvador","Sarcospe","Spathode","Scleroca","Sterculi","Syzygium","Tarenna.","Telephiu","Tilia","Trianthe","Ulmus","Lycodium","Monolete","Monolete.1","Trilete.","Trilete..1","Trilete..2","Chron1"
"438",0,0,0,0,18,4,1,0,0,0,0,0,71,1,3,0,0,0,21,5,0,51,0,7,0,0,0,0,0,0,46,1,3,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,306,181,29,0,9,2,54461.31640625
"449",0,0,0,0,13,0,2,0,0,2,0,0,40,2,2,0,0,0,25,1,0,28,0,3,0,0,1,0,2,0,45,0,1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,100,28,0,3,2,56541.546875
"459",0,0,0,1,11,2,0,0,0,1,3,0,51,1,5,0,2,0,25,7,0,45,0,8,0,1,0,0,1,0,61,0,1,1,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,2,7,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,132,25,0,19,7,58432.6640625
"465",0,0,0,0,20,2,1,0,0,0,1,0,40,0,4,0,0,0,15,9,1,73,0,11,0,1,0,0,0,1,48,1,2,0,3,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,4,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,173,119,21,0,19,2,59594.59375
"479",0,0,0,1,13,4,1,0,0,0,0,0,51,0,2,0,0,2,20,7,2,75,0,7,0,0,0,0,0,0,51,0,3,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,6,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,141,23,0,13,2,62369.37109375
"489",0,0,0,1,7,5,1,1,0,0,0,0,48,2,5,0,0,0,16,2,0,85,0,9,0,0,0,0,2,0,58,2,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,4,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,123,25,0,13,0,64351.3515625
"500",0,0,0,3,12,6,4,0,0,0,0,0,43,1,2,0,0,0,21,6,0,71,2,7,0,0,1,0,3,0,61,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,131,24,0,28,1,66531.53125
"510",0,0,1,1,17,2,2,1,0,0,1,0,44,1,4,0,0,0,26,11,0,48,0,1,0,0,0,0,1,0,56,1,7,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,6,0,0,0,5,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,9,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,10,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,111,37,0,21,1,68513.515625
"525",0,1,0,1,17,4,5,0,0,1,2,0,26,1,4,0,0,2,22,12,1,51,1,6,0,0,1,0,2,0,67,0,5,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,13,0,0,0,2,0,0,0,2,0,5,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,11,1,1,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,338,153,42,0,28,1,71520.2734375
"535",0,0,0,4,10,3,2,0,1,0,0,0,37,4,1,0,2,0,24,21,3,60,0,11,0,0,1,0,0,0,65,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,3,8,0,0,0,1,0,0,0,0,1,6,2,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,13,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,471,224,29,0,29,1,73547.296875
"545",0,1,1,0,16,6,2,1,0,0,0,0,37,3,0,0,0,0,23,24,2,61,0,3,0,1,0,1,0,0,29,0,1,2,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,165,20,0,16,2,75574.328125
"555",0,0,0,1,23,8,4,1,1,0,0,0,31,1,3,0,4,0,18,17,0,53,0,3,0,0,1,0,1,0,28,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6,10,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,0,0,1,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,442,174,25,0,18,3,77601.3515625
"565",0,0,0,0,17,3,8,1,0,1,0,0,43,1,0,0,0,0,23,17,0,57,0,5,0,0,0,0,0,0,20,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,2,0,8,0,2,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,0,1,0,1,0,4,0,0,0,3,0,0,8,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,621,168,33,0,24,2,79628.375
"575",0,0,0,0,24,9,8,0,0,0,0,0,41,0,3,0,0,0,27,18,2,33,0,6,0,0,2,0,0,0,17,0,2,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,1,5,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,2,0,1,0,0,1,0,0,0,0,11,0,0,0,2,0,0,3,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,12,0,0,0,1,0,8,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,616,146,30,0,11,2,81655.40625
"584",0,1,0,0,11,2,3,0,0,0,1,0,56,3,2,0,0,0,20,9,0,51,0,4,0,0,1,0,0,0,44,2,7,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,20,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,122,22,0,7,0,83479.7265625
"599",0,0,0,0,11,2,0,0,0,0,0,0,47,1,3,0,0,0,15,11,0,44,0,6,0,0,0,0,0,0,105,0,2,2,0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,271,70,6,0,3,1,86020.40625
"609",0,0,0,0,7,3,0,0,0,0,0,0,33,0,1,0,0,0,9,3,0,40,0,6,0,0,0,0,0,0,145,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,208,40,4,0,7,0,87380.953125
"619",1,0,0,0,6,2,0,0,1,0,0,0,30,1,0,0,0,0,8,16,0,38,0,4,0,0,0,0,1,0,134,0,4,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,54,13,0,5,1,88741.5
"629",0,0,0,0,5,2,1,0,0,0,1,0,23,0,1,0,0,0,6,7,0,32,0,0,0,0,1,0,0,0,177,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,254,39,10,0,5,0,90102.0390625
"639",0,0,0,0,8,4,0,0,0,3,0,0,43,0,2,0,0,0,12,13,0,25,1,2,0,0,0,0,0,1,138,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,421,62,17,0,2,1,91462.5859375
"650",0,0,0,0,15,3,10,0,0,0,1,0,32,1,1,0,0,1,24,14,1,33,0,1,0,0,0,0,0,0,96,0,5,0,2,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,105,16,0,9,0,92959.1875
"660",0,0,0,0,15,6,3,0,0,1,0,0,34,1,1,0,0,0,12,17,0,30,0,10,0,0,2,1,0,0,69,1,2,2,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,8,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,18,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,502,107,32,0,8,3,94319.7265625
"670",0,1,0,0,18,5,2,1,0,0,1,0,37,2,0,0,0,1,20,13,1,42,0,6,0,1,0,0,0,0,49,4,2,1,2,0,0,2,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,3,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,16,0,0,0,2,0,8,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,471,135,31,0,13,2,95750
"680",0,0,0,0,15,4,6,0,0,1,2,0,36,2,1,0,0,0,22,12,0,45,0,8,0,1,2,0,1,0,56,1,3,2,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,411,156,34,1,16,0,97250
"690",0,0,0,0,16,6,1,0,0,0,0,0,35,3,3,0,0,0,27,14,1,39,0,16,0,0,0,0,0,0,46,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,10,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,1,0,0,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,238,101,22,0,9,1,98750
"700",0,0,0,0,15,7,9,0,0,0,0,0,38,2,2,0,0,1,16,7,1,47,1,12,0,0,1,0,0,1,40,1,4,0,1,0,0,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,361,208,33,0,10,5,100250
"710",0,1,0,0,17,6,4,1,0,2,0,0,34,2,2,0,0,0,20,13,2,44,0,6,0,0,0,0,0,0,28,0,3,0,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,12,11,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,215,158,35,0,19,3,101750
"720",0,0,0,1,16,7,7,0,0,0,0,0,29,1,1,0,0,1,12,14,1,48,0,4,0,0,2,0,0,0,49,2,4,0,1,0,0,0,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,1,0,1,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,4,6,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,13,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,145,99,26,0,13,5,103250
"730",0,1,0,0,18,10,5,0,0,0,0,0,41,1,1,0,1,0,19,15,0,33,0,9,0,0,1,0,0,0,64,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,13,0,0,0,2,3,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,358,120,38,0,17,5,104750
"739",0,1,0,1,7,7,2,0,1,0,1,0,34,1,2,0,0,0,11,12,1,29,0,6,0,0,0,0,0,0,117,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,170,90,21,0,11,3,106100
