"","Abutilon","Acacia.P","Acalypha","Acanthac","Acridoca","Adenia","Afrormos","Afzelia","Aizoacea","Alchorne","Allanbla","Allophyl","Amaranth","Anthonot","Antidesm","Antrocar","Arecacea","Artemisi","Asphodel","Avicenni","Balanite","Baphia.t","Barleria","Basilicu","Blephari","Blighia.","Bombax","Borassus","Borreria","Boscia.t","Bosqueia","Boswelli","Brachypt","Brachyst","Brassica","Bridelia","Burkea","Butyrosp","Cadaba","Caesalpi","Calamus","Calligon","Caloncob","Calvoa","Calycobo","Canthium","Capparis","Caryophy","Cassia.t","Ceiba.pe","Celastra","Celtis","Centaure","Chrozoph","Clausena","Cleome","Cnestis.","Coccinia","Coffea.t","Cola.nit","Combreta","Commicar","Composit","Composit.1","Composit.2","Conocarp","Corchoru","Crateva","Crossopt","Croton.t","Crudia.t","Cussonia","Cuviera","Cyperace","Danielli","Desplats","Detarium","Dialium.","Dictyand","Diospyro","Dodonaea","Dorsteni","Dracaena","Drosera","Elaeis.g","Entada.t","Ephedra","Ericacea","Erytroxy","Euphorbi","Euphorbi.1","Flabella","Flacourt","Funtumia","Gaertner","Galium","Gentiana","Gomphren","Graminea","Grewia","Gynandro","Harpulia","Hedera","Heeria","Heliotro","Heritier","Hygrophi","Hymenoca","Hyperica","Hyphaene","Hypoeste","Icacina","Ilex.cf.","Indigofe","Iodes","Irvingia","Isoberli","Ixora","Jatropha","Justicia","Kedrosti","Khaya","Klainean","Kohautia","Lannea","Leea","Leonotis","Lepidaga","Leptaulu","Leucas","Liliacea","Linocier","Lophira","Lythrace","Macarang","Maerua.t","Maesa","Mallotus","Mammea.P","Manilkar","Melochia","Mesanthe","Milletia","Mimosa.X","Mimusops","Mitracar","Moltkia","Morus.ty","Mussaend","Myrica","Myriophy","Nauclea.","Newbould","Nitraria","Nuphar.l","Ochna","Ochnacea","Ocimum","Olea","Olea.cap","Oleaceae","Osyris","Papilion","Parinari","Paullini","Pavetta","Peganum","Pentacle","Pentas","Petersia","Phyllant","Piliosti","Plantago","Plumbagi","Podocarp","Podocarp.1","Polycarp","Polyceph","Polygala","Polygonu","Polygonu.1","Protea","Pseudopr","Psorospe","Psychotr","Pterocar","Pterolob","Pycnanth","Ranuncul","Rhamnace","Rhizopho","Rhus","Rhynchos","Ricinus.","Rothmann","Rubiacea","Rubiacea.1","Rytigyni","Sabicea","Salix.cf","Salvador","Sapotace","Sauvages","Schreber","Scleroca","Securine","Sesbania","Sherbour","Sindora","Solanum","Spathode","Spondian","Spondias","Sterculi","Stereosp","Syzygium","Tamarind","Tapinant","Tarenna","Teclea.t","Tephrosi","Tetrorch","Thymelae","Tribulus","Trichili","Typha.an","Typha.la","Uapaca","Umbellif","Virectar","Vitaceae","Welwitsc","Ximenia.","Zanthoxy","Zygophyl","Indeterm","Sporomor","Pteris","Monolete","Monolete.1","Monolete.2","Monolete.3","Trilete.","Trilete..1","Trilete..2","Cyathea","Lycopodi","Lygodium","Nephrole","Osmunda","Cheilant","Pteridiu","Pityrogr","Selagine","Chron1"
"455",0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,1,0,10,0,0,20,0,2,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,8,0,5,1,24,2,4,14,0,1,0,0,0,4,0,0,0,0,1,90050
"475",0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,3,1,0,4,0,0,15,0,1,0,0,1,0,0,0,9,0,0,2,0,0,0,0,1,0,0,0,0,27,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,26,76,0,0,0,0,0,0,0,1,0,0,0,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,13,1,0,0,0,0,1,0,4,0,4,7,44,2,6,34,0,2,1,2,0,12,1,0,0,0,0,93450
"485",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,2,0,1,19,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,1,0,0,6,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,2,0,1,0,2,135,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,2,1,4,0,6,6,31,1,7,6,0,0,0,1,0,2,0,0,0,0,0,95150
"495",0,1,2,0,1,0,0,0,1,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,10,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,35,1,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,14,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,1,0,6,0,2,1,32,0,9,6,0,1,0,1,0,7,0,0,0,0,0,96875
"505",0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,9,0,0,29,0,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,33,0,0,0,1,0,0,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,128,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,18,0,0,0,0,0,0,0,2,0,2,1,32,1,2,10,0,0,0,0,0,5,1,0,0,0,0,98625
"515",0,0,0,0,0,0,0,0,0,22,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,3,5,0,0,12,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,1,1,104,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,1,0,1,0,2,11,36,0,5,17,0,1,1,1,0,17,0,0,1,0,0,100375
"525",0,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,1,11,0,0,1,1,0,0,0,0,12,0,0,2,0,0,0,2,0,0,0,0,0,59,0,0,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,15,0,0,0,0,0,1,2,8,0,5,8,42,6,8,18,0,1,0,2,0,11,1,0,0,0,0,102125
"535",0,1,1,0,1,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,21,0,0,0,0,0,1,0,4,0,3,4,49,0,5,13,0,1,2,0,0,5,0,0,0,0,0,103800
"545",0,0,1,0,0,1,0,0,1,21,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,5,0,0,0,0,1,0,1,0,15,0,0,1,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,6,46,87,15,10,22,0,0,1,2,0,7,3,0,1,0,0,105400
"555",0,1,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,0,9,0,0,6,0,0,0,0,2,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,4,0,6,33,62,7,14,17,0,0,0,0,0,15,0,0,0,0,0,107000
"563",0,0,0,0,0,0,0,0,1,8,0,0,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,2,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,3,0,0,1,0,0,0,0,3,0,2,38,95,10,4,12,1,1,0,1,0,15,0,0,0,0,1,108280
"575",0,1,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,5,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,6,0,4,12,39,1,5,4,0,0,0,0,0,8,0,0,1,0,0,110200
"585",0,3,1,0,0,0,0,0,0,17,0,0,5,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,5,0,1,8,0,0,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,4,0,1,5,33,6,6,2,0,0,0,1,0,8,0,0,2,0,0,112000
"595",0,1,0,0,0,0,1,0,0,20,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,33,1,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,2,29,1,12,4,0,1,0,1,0,9,0,0,0,0,0,114000
"605",0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,0,0,0,0,0,0,0,0,0,2,0,0,0,1,350,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,5,0,2,2,11,1,3,7,0,1,0,0,0,3,0,0,0,0,1,116000
"615",0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,2,0,9,1,2,4,0,0,0,2,0,2,0,0,0,0,0,118000
"625",0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,4,2,1,11,0,1,0,0,0,2,0,0,0,0,0,120000
"635",0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,4,0,5,5,1,25,0,3,0,0,0,1,0,0,0,0,0,122000
"645",0,0,0,0,0,0,0,0,1,28,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,6,0,0,0,0,0,0,0,5,0,3,1,11,2,2,18,0,0,1,0,0,2,0,0,0,0,0,124000
"655",0,0,2,0,0,0,0,0,1,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,80,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,2,7,0,0,0,0,0,0,0,11,0,2,0,10,2,3,7,0,1,3,1,0,3,0,0,0,0,0,126000
"664",0,0,2,0,0,0,0,0,0,44,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,8,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,79,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,133,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,11,0,0,0,0,0,0,0,8,1,3,9,31,0,5,17,0,1,0,1,0,4,0,0,0,0,1,127800
"675",0,0,2,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,8,0,0,0,0,1,0,0,0,0,143,2,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,11,0,2,11,48,5,7,27,0,5,0,0,0,5,2,0,2,0,0,130000
"685",0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,120,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,129,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,6,6,38,3,8,12,0,6,0,1,0,3,2,0,0,0,2,132000
"695",0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,170,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,10,1,8,0,0,0,0,0,2,0,5,0,5,3,31,4,6,11,1,0,1,3,0,7,2,0,0,0,1,134000
