FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
TILIACEAE,Tiliaceae undiff.,ST(HL),I,Tiliaceae undiff.,"trees, shrubs sometimes scandent, subshrubs or less often annual or perennial herbs"
TILIACEAE,Triumfeta (cf),HS,I,Triumfetta-type,annual herbs to large shrubs
TILIACEAE,Triumfetta,HS,I,Triumfetta-type,annual herbs to large shrubs
TILIACEAE,Triumfetta-type,HS,I,Triumfetta-type,annual herbs to large shrubs
TILIACEAE,Triumphetta,HS,I,Triumfetta-type,annual herbs to large shrubs
TILIACEAE,Triumfetta flavescens,H,N,Triumfetta-type flavescens,small subshrub0.35-2 m tall
TRIBULACEAE,Tribulus,H,N,Tribulus,"herbs, sometimes with woody base"
TRIBULACEAE,Tribulus sp.,H,N,Tribulus,"herbs, sometimes with woody base"
TRIBULACEAE,Tribulus cf. terrestris,H,N,Tribulus terrestris-type,"herb, branches prostrate up to 90 cm long"
TRIBULACEAE,Tribulus terresrtis,H,N,Tribulus terrestris-type,"herb, branches prostrate up to 90 cm long"
TRIBULACEAE,Tribulus terrestris,H,N,Tribulus terrestris-type,"herb, branches prostrate up to 90 cm long"
TRIBULACEAE,Tribulus terrestris-type,H,N,Tribulus terrestris-type,"herb, branches prostrate up to 90 cm long"
TRIGONIACEAE,Humbertodendron saboureaui,T,A,Humbertiodendron saboureaui,trees to 16 m high
TRIGONIACEAE,Humbertodendron saboureaui-type,T,A,Humbertiodendron saboureaui,trees to 16 m high
TURNERACEAE,Turneraceae,HS(T),I,Turneraceae undiff.,"herbs and shrubs, rarely trees"
TYPHACEAE,Cf Typha,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Tyhpa,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha (single),Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha (tetrad),Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha sp.,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha type,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typhaceae,Ha,Nq,Typha,robust perennial herbs usually 1-3 m tall
TYPHACEAE,Typha angustifolia,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha angustifolia-type,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf angustifolia,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf. australis,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf. T. angustifolia,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf. T. australis,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf. T. domingensis,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha domingensis-type,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha type-angustifolia,Ha,Nq,Typha domingensis-type,stems 1.6-5 m high
TYPHACEAE,Typha cf. T. latifolia,Ha,Nq,Typha latifolia-type,stems 1.5-3.5 m high
TYPHACEAE,Typha latifolia,Ha,Nq,Typha latifolia-type,stems 1.5-3.5 m high
TYPHACEAE,Typha latifolia type,Ha,Nq,Typha latifolia-type,stems 1.5-3.5 m high
TYPHACEAE,Typha latifolia-type,Ha,Nq,Typha latifolia-type,stems 1.5-3.5 m high
TYPHACEAE,Typha minima,Ha,Nq,Typha minima-type,stems 30-80 cm high
TYPHACEAE,Typha minima-type,Ha,Nq,Typha minima-type,stems 30-80 cm high
TYPHACEAE/SPARGANIACEAE,Typha/Sparganium,Ha,Nq,Typha/Sparganium,aquatic herbs
ULMACEAE,Celitis sp.,ST,A,Celtis,trees or shrubs
ULMACEAE,Celits,ST,A,Celtis,trees or shrubs
ULMACEAE,Celtis,ST,A,Celtis,trees or shrubs
ULMACEAE,Celtis (Africa),ST,A,Celtis,trees or shrubs
ULMACEAE,Celtis sp.,ST,A,Celtis,trees or shrubs
ULMACEAE,Celtis-type,ST,A,Celtis,trees or shrubs
ULMACEAE,cf. Celtis,ST,A,Celtis,trees or shrubs
ULMACEAE,Cf. Celtis,ST,A,Celtis,trees or shrubs
ULMACEAE,Type Celtis,ST,A,Celtis,trees or shrubs
ULMACEAE,Celtis acricana-type,T,A,Celtis africana-type,deciduous tree 5-35 m tall
ULMACEAE,Celtis africana,T,A,Celtis africana-type,deciduous tree 5-35 m tall
ULMACEAE,Celtis africana type,T,A,Celtis africana-type,deciduous tree 5-35 m tall
ULMACEAE,Celtis africana-type,T,A,Celtis africana-type,deciduous tree 5-35 m tall
ULMACEAE,Celtis (australis),T,A,Celtis australis-type,deciduous tree up to 25-30 m high
ULMACEAE,Celtis (australis?),T,A,Celtis australis-type,deciduous tree up to 25-30 m high
ULMACEAE,Celtis type australis,T,A,Celtis australis-type,deciduous tree up to 25-30 m high
ULMACEAE,Celtis type brieyi,T,A,Celtis tessmannii-type,large deciduous tree up to 25 m high
ULMACEAE,Celtis cf. C. integrifolia,T,A,Celtis toka-type,large deciduous tree up to 25 m high
ULMACEAE,Celtis integrifolia,T,A,Celtis toka-type,large deciduous tree up to 25 m high
ULMACEAE,Celtis integrifolia-type,T,A,Celtis toka-type,large deciduous tree up to 25 m high
ULMACEAE,Celtis/Holoptelea sim. 4 porate,ST,A,Celtis/Holoptelea grandis,trees or shrubs
ULMACEAE,Celtis-Trema,ST,A,Celtis/Trema,trees or shrubs
ULMACEAE,cf Trema = Celtis,ST,A,Celtis/Trema,trees or shrubs
ULMACEAE,Chaetachme aristata,ST,A,Chaetacme aristata,shrub or small bush tree up to 10 m tall
ULMACEAE,Chaetacme,ST,A,Chaetacme aristata,shrub or small bush tree up to 10 m tall
ULMACEAE,Chaetacme aristata,ST,A,Chaetacme aristata,shrub or small bush tree up to 10 m tall
ULMACEAE,Type Chaetacme,ST,A,Chaetacme aristata,shrub or small bush tree up to 10 m tall
ULMACEAE,Holoptelea,T,A,Holoptelea grandis,large tree 12-40 m high
ULMACEAE,Holoptelea grandis,T,A,Holoptelea grandis,large tree 12-40 m high
ULMACEAE,Holoptelea sp.,T,A,Holoptelea grandis,large tree 12-40 m high
ULMACEAE,Holoptera,T,A,Holoptelea grandis,large tree 12-40 m high
ULMACEAE,Cf Trema,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,cf. Trema,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema guineensis,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema orientalis,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema spp.,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema-type,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema-type guineensis,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Trema-type orientalis,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Type Trema,S(T),A,Trema-type orientalis,"deciduous shrub, small or medium size, or rarely tree up to 12 m tall"
ULMACEAE,Celtis Holoptelea,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Celtis-Holoptelea,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Cf Ulmaceae,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Ulmaceae,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Ulmaceae undiff.,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Ulmacees,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Ulmacées,ST,A,Ulmaceae undiff.,"trees or shrubs, sometimes armed"
ULMACEAE,Ulmus,T,A,Ulmus,deciduous trees
ULMACEAE,"Ulmacées (Ulmus, Zelkova)",T,A,Ulmus/Zelkova,deciduous trees
ULMACEAE,Ulmus-Zelkova,T,A,Ulmus/Zelkova,deciduous trees
ULMACEAE,Zelkova,T,A,Zelkova,deciduous trees
ULMACEAE/HYMENOCARDIACEAE,Celtis/Hymenocardia,ST,A,Celtis/Hymenocardia,trees or shrubs
UNDETERMINED,5-Porate,,I,Undetermined,
UNDETERMINED,Agisanthemum comp.,,I,Undetermined,
UNDETERMINED,Angalinum,,I,Undetermined,
UNDETERMINED,Antheroceras,,I,Undetermined,
UNDETERMINED,Anthocera,,I,Undetermined,
UNDETERMINED,Aquatics,,I,Undetermined,
UNDETERMINED,Aurates,,I,Undetermined,
UNDETERMINED,Ballotus,,I,Undetermined,
UNDETERMINED,Beaded mur.,,I,Undetermined,
UNDETERMINED,C simplicifolia,,I,Undetermined,
UNDETERMINED,C3P3 verruquate,,I,Undetermined,
UNDETERMINED,cf. Psiraca,,I,Undetermined,
UNDETERMINED,cf. Psiraca,,I,Undetermined,
UNDETERMINED,Crumpled,,I,Undetermined,
UNDETERMINED,Crumpled and Hidden,,I,Undetermined,
UNDETERMINED,Crumpled Hidden,,I,Undetermined,
UNDETERMINED,Crumpled or hidden,,I,Undetermined,
UNDETERMINED,Crumpled/hidden,,I,Undetermined,
UNDETERMINED,Crumpled/Hidden,,I,Undetermined,
UNDETERMINED,Cyanthaceae,,I,Undetermined,
UNDETERMINED,Denocarpus,,I,Undetermined,
UNDETERMINED,Denocarpus type,,I,Undetermined,
UNDETERMINED,Divers ornamental,,I,Undetermined,
UNDETERMINED,Echinate,,I,Undetermined,
UNDETERMINED,Echinules,,I,Undetermined,
UNDETERMINED,Foret divers,,I,Undetermined,
UNDETERMINED,General unknowns,,I,Undetermined,
UNDETERMINED,Grand tricolpe,,I,Undetermined,
UNDETERMINED,Heliotropium (ou Boraginaceae? Ou Helianthemum?),,I,Undetermined,
UNDETERMINED,Hexacolporate clear,,I,Undetermined,
UNDETERMINED,Hypercifoloia type,,I,Undetermined,
UNDETERMINED,Inaperturate,,I,Undetermined,
UNDETERMINED,Inapeturate,,I,Undetermined,
UNDETERMINED,"Ind,termin,s+Abim,s",,I,Undetermined,
UNDETERMINED,Indertemine A 4,,I,Undetermined,
UNDETERMINED,Indet. / varia,,I,Undetermined,
UNDETERMINED,Indeterminata,,I,Undetermined,
UNDETERMINED,indeterminata/varia,,I,Undetermined,
UNDETERMINED,Indeterminata/Varia,,I,Undetermined,
UNDETERMINED,Indeterminate,,I,Undetermined,
UNDETERMINED,Indeterminates,,I,Undetermined,
UNDETERMINED,Indéterminé,,I,Undetermined,
UNDETERMINED,Indéterminé 1,,I,Undetermined,
UNDETERMINED,Indéterminé 2,,I,Undetermined,
UNDETERMINED,Indéterminé 3,,I,Undetermined,
UNDETERMINED,Indéterminé A 4,,I,Undetermined,
UNDETERMINED,Indéterminé A 60,,I,Undetermined,
UNDETERMINED,Indetermined,,I,Undetermined,
UNDETERMINED,Indeterminees,,I,Undetermined,
UNDETERMINED,Indéterminées (4 types polliniques),,I,Undetermined,
UNDETERMINED,Indetermines,,I,Undetermined,
UNDETERMINED,Indéterminés,,I,Undetermined,
UNDETERMINED,Indéterminés (15 esp),,I,Undetermined,
UNDETERMINED,Indetermines (environ 12 especes),,I,Undetermined,
UNDETERMINED,Indéterminés (environ 15 espèces),,I,Undetermined,
UNDETERMINED,Indetermines AY,,I,Undetermined,
UNDETERMINED,Indetermines coraf16,,I,Undetermined,
UNDETERMINED,Indetermines coraf2,,I,Undetermined,
UNDETERMINED,Indetermines coraf4,,I,Undetermined,
UNDETERMINED,Indéterminés+Abimés,,I,Undetermined,
UNDETERMINED,Indéterminés+Abîmés,,I,Undetermined,
UNDETERMINED,Indeternines,,I,Undetermined,
UNDETERMINED,Ine=Indetermine,,I,Undetermined,
UNDETERMINED,Lynchnophora,,I,Undetermined,
UNDETERMINED,Marecage divers,,I,Undetermined,
UNDETERMINED,Mesems,,I,Undetermined,
UNDETERMINED,Monocolpate,,I,Undetermined,
UNDETERMINED,Monosulcate,,I,Undetermined,
UNDETERMINED,Oblate,,I,Undetermined,
UNDETERMINED,Other,,I,Undetermined,
UNDETERMINED,Other AP,,I,Undetermined,
UNDETERMINED,Other Aquatics,,I,Undetermined,
UNDETERMINED,Other NAP,,I,Undetermined,
UNDETERMINED,Other Pollen Taxa,,I,Undetermined,
UNDETERMINED,Other pollen types,,I,Undetermined,
UNDETERMINED,Other types,,I,Undetermined,
UNDETERMINED,Other undifferentiated,,I,Undetermined,
UNDETERMINED,P-1,,I,Undetermined,
UNDETERMINED,P-2,,I,Undetermined,
UNDETERMINED,Periporate,,I,Undetermined,
UNDETERMINED,Peripores,,I,Undetermined,
UNDETERMINED,Pleuroridgea,,I,Undetermined,
UNDETERMINED,P-n,,I,Undetermined,
UNDETERMINED,Polycarpaceae undiff.,,I,Undetermined,
UNDETERMINED,Polyporate pollen,,I,Undetermined,
UNDETERMINED,Poricolpate,,I,Undetermined,
UNDETERMINED,Priate,,I,Undetermined,
UNDETERMINED,Prolate,,I,Undetermined,
UNDETERMINED,Pseudoschizia,,I,Undetermined,
UNDETERMINED,Randia/Demetorum-type,,I,Undetermined,
UNDETERMINED,Rugulate,,I,Undetermined,
UNDETERMINED,Sarcospermum,,I,Undetermined,
UNDETERMINED,Savane divers,,I,Undetermined,
UNDETERMINED,Small porate grains,,I,Undetermined,
UNDETERMINED,Spikes,,I,Undetermined,
UNDETERMINED,Spirosta,,I,Undetermined,
UNDETERMINED,Sterularia,,I,Undetermined,
UNDETERMINED,Striate,,I,Undetermined,
UNDETERMINED,Syncolpate,,I,Undetermined,
UNDETERMINED,T-1,,I,Undetermined,
UNDETERMINED,T-5,,I,Undetermined,
UNDETERMINED,Tetracolporate,,I,Undetermined,
UNDETERMINED,T-n,,I,Undetermined,
UNDETERMINED,Trees and shrubs and upland herbs,,I,Undetermined,
UNDETERMINED,Tricolp 16,,I,Undetermined,
UNDETERMINED,Tricolporate,,I,Undetermined,
UNDETERMINED,TricolporeA,,I,Undetermined,
UNDETERMINED,Triporate,,I,Undetermined,
UNDETERMINED,Triporate reticulate,,I,Undetermined,
UNDETERMINED,Type A,,I,Undetermined,
UNDETERMINED,Undeterminated,,I,Undetermined,
UNDETERMINED,Undetermined,,I,Undetermined,
UNDETERMINED,Undetermined pollen,,I,Undetermined,
UNDETERMINED,Undiff.,,I,Undetermined,
UNDETERMINED,Undifferentiated,,I,Undetermined,
UNDETERMINED,Unid.Type 1,,I,Undetermined,
UNDETERMINED,Unid.Type 2,,I,Undetermined,
UNDETERMINED,Unidentif,,I,Undetermined,
UNDETERMINED,Unidentified,,I,Undetermined,
UNDETERMINED,Unknow pollen\^3,,I,Undetermined,
UNDETERMINED,Unknow pollen\^4,,I,Undetermined,
UNDETERMINED,Unknow pollen\^5,,I,Undetermined,
UNDETERMINED,Unknown,,I,Undetermined,
UNDETERMINED,Unknown 1,,I,Undetermined,
UNDETERMINED,Unknown 2,,I,Undetermined,
UNDETERMINED,Unknown 3,,I,Undetermined,
UNDETERMINED,Unknown 34,,I,Undetermined,
UNDETERMINED,Unknown 4,,I,Undetermined,
UNDETERMINED,Unknown 5,,I,Undetermined,
UNDETERMINED,Unknown A,,I,Undetermined,
UNDETERMINED,Unknown hexacolpate,,I,Undetermined,
UNDETERMINED,Unknown pollen types,,I,Undetermined,
UNDETERMINED,Unknown tetracolpate,,I,Undetermined,
UNDETERMINED,Unknown type 1,,I,Undetermined,
UNDETERMINED,Unknown type 2,,I,Undetermined,
UNDETERMINED,Unknown type 3,,I,Undetermined,
UNDETERMINED,Unknown type 4,,I,Undetermined,
UNDETERMINED,Unknown var,,I,Undetermined,
UNDETERMINED,Unknowns,,I,Undetermined,
UNDETERMINED,Unknowns various,,I,Undetermined,
UNDETERMINED,Unknowns/unidentified,,I,Undetermined,
UNDETERMINED,Unknowns: various,,I,Undetermined,
UNDETERMINED,Varia,,I,Undetermined,
UNDETERMINED,Varia unbestimmbar,,I,Undetermined,
UNDETERMINED,Varia Undeterminated,,I,Undetermined,
UNDETERMINED,Variés-indeterminés,,I,Undetermined,
UNDETERMINED,Zygodenus,,I,Undetermined,
URTICACEAE,cf. Debregeasia,S,A,Debregeasia-type saeneb,erect shrub to 4 m tall
URTICACEAE,Debregeasia cf.,S,A,Debregeasia-type saeneb,erect shrub to 4 m tall
URTICACEAE,cf Drognetia,H,N,Droguetia,slender annual or perennial herbs
URTICACEAE,cf. Drognetia,H,N,Droguetia,slender annual or perennial herbs
URTICACEAE,cf. Droguetia,H,N,Droguetia,slender annual or perennial herbs
URTICACEAE,Drognetia,H,N,Droguetia,slender annual or perennial herbs
URTICACEAE,cf. Lapportea,HS,I,Laportea-type,"branched annual or perennial herbs, or shrubs"
URTICACEAE,Laportea,HS,I,Laportea-type,"branched annual or perennial herbs, or shrubs"
URTICACEAE,Laportea type,HS,I,Laportea-type,"branched annual or perennial herbs, or shrubs"
URTICACEAE,Urticaceae cf Laportea,HS,I,Laportea-type,"branched annual or perennial herbs, or shrubs"
URTICACEAE,Fleurya-type aestuans,H,N,Laportea-type aestuans,erect annual herb to 1 m tall
URTICACEAE,Laportea-type aestuans,H,N,Laportea-type aestuans,erect annual herb to 1 m tall
URTICACEAE,Laportea-type ovalifolia,H,N,Laportea-type ovalifolia,perennial herb up to 2 m tall
URTICACEAE,Parietaria/Urtica dioica type,H,N,Parietaria debilis/Urtica dioica-type,herbs
URTICACEAE,Cf Parietaria,H,N,Parietaria-type debilis,"annual or perennial herb, prostrate or erect, to 1m tall"
URTICACEAE,Cfr Parietaria,H,N,Parietaria-type debilis,"annual or perennial herb, prostrate or erect, to 1m tall"
URTICACEAE,cf. Pilea,H(ep),N,Pilea-type,"annual or perennial herbs, sometimes epiphytes"
URTICACEAE,Pilea,H(ep),N,Pilea-type,"annual or perennial herbs, sometimes epiphytes"
URTICACEAE,Pilea-type,H(ep),N,Pilea-type,"annual or perennial herbs, sometimes epiphytes"
URTICACEAE,Pilea-type bambuseti,H,N,Pilea-type bambuseti,perennial herb 0.9 m tall
URTICACEAE,cf. Pouzolzia,HS,I,Pouzolzia-type,"erect annual or perennial herbs, or shrubs"
URTICACEAE,Pouzolzia,HS,I,Pouzolzia-type,"erect annual or perennial herbs, or shrubs"
URTICACEAE,Urera-type,SL,AL,Urera-type,woody climbers or shrubs
URTICACEAE,Urera hypselodendron,L,L,Urera-type hypselodendron,woody climber to 20 m or more
URTICACEAE,Urticaceae (-- Urera hypselodendron),L,L,Urera-type hypselodendron,woody climber to 20 m or more
URTICACEAE,Cf Urticaceae,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticacea,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae (Africa),HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae comp.,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae sim,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae type,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaceae undiff.,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticacees,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticacées,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticaeae,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,Urticales,HSL,I,Urticaceae undiff.,"annual or perennial herbs, shrubs or lianas"
URTICACEAE,type Urtica,H,N,Urtica-type,"erect, unbranched perennial herb to 1 m tall"
URTICACEAE,Urtica,H,N,Urtica-type,"erect, unbranched perennial herb to 1 m tall"
URTICACEAE,Urtica type,H,N,Urtica-type,"erect, unbranched perennial herb to 1 m tall"
URTICACEAE,Urtica dioica type,H,N,Urtica-type dioica,"erect, unbranched perennial herb to 1 m tall"
URTICACEAE,Urtica dioica-type,H,N,Urtica-type dioica,"erect, unbranched perennial herb to 1 m tall"
URTICACEAE,Urtica cf. pilulifera,H,N,Urtica-type pilulifera,erect annual ruderal herb
URTICACEAE,Urtica pilulifera-type,H,N,Urtica-type pilulifera,erect annual ruderal herb
URTICACEAE/CANNABICACEAE,Urticaceae/Cannabicaceae,HSL,I,Urticaceae/Cannabicaceae undiff.,"herbs, shrubs or lianes"
URTICACEAE/MORACEAE,Urticaceae/Moraceae,HSTL,I,Urticaceae/Moraceae undiff.,"herbs, shrubs, trees or lianas"
URTICACEAE/MORACEAE,Urticaceae-Moraceae,HSTL,I,Urticaceae/Moraceae undiff.,"herbs, shrubs, trees or lianas"
VAHLIACEAE,Vahlia,H,N,Vahlia,"annual or perennial herbs, or subshrubs"
VAHLIACEAE,Vahlia dichotoma-type,H,N,Vahlia dichotoma-type,erect branching annual herb 12-51 cm high
VAHLIACEAE,Vahlia somalensis,H,N,Vahlia somalensis-type,much-branched herbaceous to woody annual or perennial herb
VAHLIACEAE,Vahlia somalensis-type,H,N,Vahlia somalensis-type,much-branched herbaceous to woody annual or perennial herb
VALERIANACEAE,Valeriana,H,N,Valeriana,"perennial herbs, vines or subshrubs"
VALERIANACEAE,Valeriana cf.,H,N,Valeriana,"perennial herbs, vines or subshrubs"
VALERIANACEAE,Valerianaceae,H,N,Valerianaceae undiff.,"annual or perennial herbs, sometimes woody at the base, with strongly scented rhizomes"
VALERIANACEAE,Valerianaceae undiff.,H,N,Valerianaceae undiff.,"annual or perennial herbs, sometimes woody at the base, with strongly scented rhizomes"
VALERIANACEAE,Valerianacées,H,N,Valerianaceae undiff.,"annual or perennial herbs, sometimes woody at the base, with strongly scented rhizomes"
VELLOZIACEAE,Xerophyta,HS,I,Xerophyta,small to large herbs or soft-wooded shrubs
VERBENACEAE,Type Callicarpa,ST,A,Callicarpa rubella,shrub or small tree to 6 m high
VERBENACEAE,cf. Svensonia,H,N,Chascanum,erect or spreading perennial herbs or undershrubs
VERBENACEAE,Chascanium,H,N,Chascanum,erect or spreading perennial herbs or undershrubs
VERBENACEAE,Clerodendron,STL,AL,Clerodendrum,"trees, shrubs or lianes"
VERBENACEAE,Clerodendrum,STL,AL,Clerodendrum,"trees, shrubs or lianes"
VERBENACEAE,Clerodendrum thyrsoideum,SL,AL,Clerodendrum thyrsoideum-type,climbing shrub 1-20 m high
VERBENACEAE,Clerodendrum volubile,SL,AL,Clerodendrum volubile-type,twining shrub 1-4.5 m long or tall
VERBENACEAE,Duranta erecta,ST,A,Duranta erecta,"thorny shrub or small tree, 1.8-6  m tall"
VERBENACEAE,T. Duranda,ST,A,Duranta erecta,"thorny shrub or small tree, 1.8-6  m tall"
VERBENACEAE,Lantana,HS(L),I,Lantana-type,"erect, scandent herbs or shrubs"
VERBENACEAE,Lantana sp.,HS(L),I,Lantana-type,"erect, scandent herbs or shrubs"
VERBENACEAE,Lantana-type,HS(L),I,Lantana-type,"erect, scandent herbs or shrubs"
VERBENACEAE,Lantana-type ukambensis,H,N,Lantana-type ukambensis,subshrubby herb 0.3-1.5 m
VERBENACEAE,Lippia cf. ukambensis,H,N,Lantana-type ukambensis,subshrubby herb 0.3-1.5 m
VERBENACEAE,Lippia-type ukambensis,H,N,Lantana-type ukambensis,subshrubby herb 0.3-1.5 m
VERBENACEAE,Lantana cf. viburnoides,S(L),AL,Lantana-type viburnoides,"shrub or subshrub 0.3-2.5 m tall, occasionally scrambling"
VERBENACEAE,Lantana-type viburnoides,S(L),AL,Lantana-type viburnoides,"shrub or subshrub 0.3-2.5 m tall, occasionally scrambling"
