FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
BERBERIDACEAE,cf. Berberis holstii,S,A,Berberis holstii,evergreen shrub to 2 m tall
BETULACEAE,Alnus,T,A,Alnus,trees
BETULACEAE,Alnus sp.,T,A,Alnus,trees
BETULACEAE,Alnus glutinosa,T,A,Alnus glutinosa-type,tree
BETULACEAE,Betula,T,A,Betula,trees
BETULACEAE,cf. Betula,T,A,Betula,trees
BETULACEAE,Betulaceae,T,A,Betulaceae undiff.,trees
BETULACEAE/CORYLACEAE,Betula-Carpinus,T,A,Betula/Carpinus,trees
BETULACEAE/CORYLACEAE,Coryloïdes (Corylus+ Betula),T,A,Betula/Corylus,trees
BETULACEAE/CORYLACEAE,Betuloïdes-Coryloïdes,T,A,Betulaceae/Corylaceae undiff.,trees
BIGNONIACEAE,Bignoniacea,ST(LH),AL,Bignoniaceae undiff.,"trees or shrubs sometimes scandent, rarely herbs"
BIGNONIACEAE,Bignoniaceae,ST(LH),AL,Bignoniaceae undiff.,"trees or shrubs sometimes scandent, rarely herbs"
BIGNONIACEAE,cf. Bignoniaceae,ST(LH),AL,Bignoniaceae undiff.,"trees or shrubs sometimes scandent, rarely herbs"
BIGNONIACEAE,Kigelia africana,T,A,Kigelia africana,medium or tall tree up to 25 m high
BIGNONIACEAE,Kigelia-type,T,A,Kigelia africana,medium or tall tree up to 25 m high
BIGNONIACEAE,Markhamia,ST,A,Markhamia,shrubs or small trees
BIGNONIACEAE,Markhamia zanzibarica,T,A,Markhamia zanzibarica-type,small tree 7-15 m high
BIGNONIACEAE,Newbouldia,T,A,Newbouldia laevis,"tree, up to 12 m high"
BIGNONIACEAE,Newbouldia laevis,T,A,Newbouldia laevis,"tree, up to 12 m high"
BIGNONIACEAE,type Rhigozum,ST,A,Rhigozum,spiny shrubs or small trees
BIGNONIACEAE,Spathodea,T,A,Spathodea-type campanulata,"tree, 20 m high"
BIGNONIACEAE,Spathodea campanulata,T,A,Spathodea-type campanulata,"tree, 20 m high"
BIGNONIACEAE,Spathodea-type campanulata,T,A,Spathodea-type campanulata,"tree, 20 m high"
BIGNONIACEAE,Stereospermum,T,A,Stereospermum-type,trees
BIGNONIACEAE,Stereospermum kunthianum,T(S),A,Stereospermum-type kunthianum,"small or medium sized tree up to 15(20) m, or small shrub"
BOMBACACEAE,Adansonia,T,A,Adansonia ,"soft-wooded trees, often of great girth"
BOMBACACEAE,Adansonia digitata,T,A,Adansonia digitata,"massive deciduous tree, usually up to 18 m high"
BOMBACACEAE,Bombacaceae,T,A,Bombacaceae undiff.,trees
BOMBACACEAE,Bombax/Ceiba,T,A,Bombacaceae undiff.,trees
BOMBACACEAE,Bombax,T,A,Bombax,deciduous trees
BOMBACACEAE,Bombax buonoposense,T,A,Bombax buonopozense-type,"tree to 40 m high, with conical spines on trunk"
BOMBACACEAE,Bombax buonopozense-type,T,A,Bombax buonopozense-type,"tree to 40 m high, with conical spines on trunk"
BOMBACACEAE,Bombax costatum,T,A,Bombax costatum-type,"tree, 4.5-15 m high"
BOMBACACEAE,Bombax costatum-type,T,A,Bombax costatum-type,"tree, 4.5-15 m high"
BOMBACACEAE,Bombax rhodognaphalon-type,T,A,Bombax rhodognaphalon-type,tree to 35 m tall
BOMBACACEAE,Ceiba,T,A,Ceiba pentandra,"deciduous tree, spiny to 35 (-50) m"
BOMBACACEAE,Ceiba pentandra,T,A,Ceiba pentandra,"deciduous tree, spiny to 35 (-50) m"
BOMBACACEAE,Cf. Celba,T,A,Ceiba pentandra,"deciduous tree, spiny to 35 (-50) m"
BORAGINACEAE,Anchusa,H,N,Anchusa-type,herbs
BORAGINACEAE,Anchusa-type,H,N,Anchusa-type,herbs
BORAGINACEAE,t.Anchusa,H,N,Anchusa-type,herbs
BORAGINACEAE,Arnebia,H,N,Arnebia,annual herbs
BORAGINACEAE,Arnebia hispidissima-type,H,N,Arnebia hispidissima-type,small annual herb
BORAGINACEAE,Asperugo,H,N,Asperugo procumbens,annual herbs
BORAGINACEAE,Boraginaceae,HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Boraginaceae (Africa),HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Boraginaceae I,HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Boraginaceae indt,HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Boraginaceae undiff.,HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Boraginacees (surtout Echium),HSTL,I,Boraginaceae undiff.,"herbs, often woody at the base, shrubs, trees or woody climbers"
BORAGINACEAE,Borago,H,N,Borago officinalis,annual herb
BORAGINACEAE,Cf Cordia,ST(L),AL,Cordia,"trees or shrubs, less often climbers or scramblers"
BORAGINACEAE,Cordia,ST(L),AL,Cordia,"trees or shrubs, less often climbers or scramblers"
BORAGINACEAE,Cordia comp.,ST(L),AL,Cordia,"trees or shrubs, less often climbers or scramblers"
BORAGINACEAE,Cordia sp.,ST(L),AL,Cordia,"trees or shrubs, less often climbers or scramblers"
BORAGINACEAE,Cordia abyssinica,ST,A,Cordia africana-type,evergreen shrub or usually small tree to about 10 m tall
BORAGINACEAE,Cordia africana-type,ST,A,Cordia africana-type,evergreen shrub or usually small tree to about 10 m tall
BORAGINACEAE,Cordia platythyrsa-type,T,A,Cordia platythyrsa-type,tree 9-24 m high
BORAGINACEAE,Cordia senegalensis,ST,A,Cordia senegalensis-type,shrub or tree up to 9 m high
BORAGINACEAE,Cordia senegalensis-type,ST,A,Cordia senegalensis-type,shrub or tree up to 9 m high
BORAGINACEAE,Cordia cf. gharaf,ST,A,Cordia sinensis-type,shrub or small tree 3-12 m tall
BORAGINACEAE,Cordia sinensis,ST,A,Cordia sinensis-type,shrub or small tree 3-12 m tall
BORAGINACEAE,Cynoglossum,H,N,Cynoglossum-type,perennial herbs or subshrubby herbs
BORAGINACEAE,Cynoglossum cf.,H,N,Cynoglossum-type,perennial herbs or subshrubby herbs
BORAGINACEAE,Cynoglossum-type,H,N,Cynoglossum-type,perennial herbs or subshrubby herbs
BORAGINACEAE,Echiochilon,H,N,Echiochilon,perennial herbs
BORAGINACEAE,Lobostemon,H,N,Echiochilon,perennial herbs
BORAGINACEAE,Boraginacées (Echium),HS,I,Echium,herbs or shrubs
BORAGINACEAE,Echium,HS,I,Echium,herbs or shrubs
BORAGINACEAE,Echium-type,HS,I,Echium,herbs or shrubs
BORAGINACEAE,Echium cf. humile,H,N,Echium humile-type,annual or perennial herb
BORAGINACEAE,Echium plantagineum type,H,N,Echium plantagineum-type,"erect annual to biennal herb, 20-65 cm tall"
BORAGINACEAE,Echium-type plantagineum,H,N,Echium plantagineum-type,"erect annual to biennal herb, 20-65 cm tall"
BORAGINACEAE,Ehretia,ST,A,Ehretia,trees or shrubs
BORAGINACEAE,Erhetia,ST,A,Ehretia,trees or shrubs
BORAGINACEAE,type Ehretia,ST,A,Ehretia,trees or shrubs
BORAGINACEAE,Ehretia cymosa,ST,A,Ehretia cymosa-type,evergreen shrub or small tree 2-9 (-20) m tall
BORAGINACEAE,Heliotropium,H,N,Heliotropium,annual or perennial herbs or subshrubs
BORAGINACEAE,Heliotropium sp.,H,N,Heliotropium,annual or perennial herbs or subshrubs
BORAGINACEAE,Heliotropium type,H,N,Heliotropium,annual or perennial herbs or subshrubs
BORAGINACEAE,Heliotropium-type,H,N,Heliotropium,annual or perennial herbs or subshrubs
BORAGINACEAE,type Heliotropium,H,N,Heliotropium,annual or perennial herbs or subshrubs
BORAGINACEAE,Heliotropium indicae,H,N,Heliotropium indicum-type,robust erect herb or subshrub 0.2-1.5 m tall
BORAGINACEAE,Heliotropium indicum,H,N,Heliotropium indicum-type,robust erect herb or subshrub 0.2-1.5 m tall
BORAGINACEAE,Heliotropium cf. luteum,H,N,Heliotropium luteum-type,herb
BORAGINACEAE,Heliotropium cf.luteum,H,N,Heliotropium luteum-type,herb
BORAGINACEAE,Heliotropium cf. H. ovalifolium,H,N,Heliotropium ovalifolium-type,perennial herb 7-90 cm long or tall
BORAGINACEAE,Heliotropium cf. ovalifolium,H,N,Heliotropium ovalifolium-type,perennial herb 7-90 cm long or tall
BORAGINACEAE,Heliotropium baciferum-type,H,N,Heliotropium ramosissimum-type,sub-erect or prostrate herb
BORAGINACEAE,Heliotropium ramosissimum-type,H,N,Heliotropium ramosissimum-type,sub-erect or prostrate herb
BORAGINACEAE,Heliotropium steudneri,H,N,Heliotropium steudneri-type,"perennial erect or spreading herb, sometimes subshrubby, 0.15-1 m tall"
BORAGINACEAE,Heliotropium steudneri-type,H,N,Heliotropium steudneri-type,"perennial erect or spreading herb, sometimes subshrubby, 0.15-1 m tall"
BORAGINACEAE,Heliotropium studneri,H,N,Heliotropium steudneri-type,"perennial erect or spreading herb, sometimes subshrubby, 0.15-1 m tall"
BORAGINACEAE,Heliotropium studneri-type,H,N,Heliotropium steudneri-type,"perennial erect or spreading herb, sometimes subshrubby, 0.15-1 m tall"
BORAGINACEAE,Heliotropium-type steudneri,H,N,Heliotropium steudneri-type,"perennial erect or spreading herb, sometimes subshrubby, 0.15-1 m tall"
BORAGINACEAE,Heliotropium strigosum,H,N,Heliotropium strigosum-type,spreading or erect herb 7-45 cm long or tall
BORAGINACEAE,Heliotropium cf. sudanicum,H,N,Heliotropium sudanicum-type,herb
BORAGINACEAE,Lithospermum,H,N,Lithospermum afromontanum,perennial often straggling subshrubby herb 0.3-1.5 m tall
BORAGINACEAE,Moltiokpsis-type,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Moltkia,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Moltkia ciliata,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Moltkiopsis,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Moltkiopsis cf. ciliata,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Moltkiopsis ciliata,S,A,Moltkiopsis ciliata,small suffutescent shrub 20 cm high
BORAGINACEAE,Pulmonaria cf,H,N,Pulmonaria,perennial herbs
BORAGINACEAE,Pulmonaria-type,H,N,Pulmonaria,perennial herbs
BORAGINACEAE,Symphytum-type,H,N,Symphytum-type,herbs
BORAGINACEAE,Trichodesma,H,N,Trichodesma,herbs or subshrubs
BORAGINACEAE,Trichodesma deux espèces,H,N,Trichodesma,herbs or subshrubs
BORAGINACEAE,Trichodesma-type,H,N,Trichodesma,herbs or subshrubs
BORAGINACEAE,Cf. Trichodesma africanum,H,N,Trichodesma africanum-type,erect branched annual herb 60-90 cm high
BORAGINACEAE,Trichodesma africana,H,N,Trichodesma africanum-type,erect branched annual herb 60-90 cm high
BORAGINACEAE,Trichodesma zeylanicum-type,H,N,Trichodesma zeylanicum-type,perennial erect and usually branched herb or subshrubby herb 0.3-1.5 m tall
BRASSICACEAE,Arabis cf.,H,N,Arabis-type,herbs
BRASSICACEAE,Cf Arabis,H,N,Arabis-type,herbs
BRASSICACEAE,cf. Arabis,H,N,Arabis-type,herbs
BRASSICACEAE,Brassicaceae,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Brassicaceae undiff.,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Cruciferae,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Cruciferae Indéterminées,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Cruciferae undiff.,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Crucifereae,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Cruciferes,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Crucifères,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Crussiferae,H(S),I,Brassicaceae undiff.,"herbs, sometimes shrublets  or shrubs"
BRASSICACEAE,Cardamine (cf),H,N,Cardamine,"annual to perennial, often rhizomatous herbs"
BRASSICACEAE,Erucastrum,H,N,Erucastrum,"annual or perennial herbs, rarely subshrubs"
BRASSICACEAE,Farsetia-type,HS,I,Farsetia,annual or perennial herbs or shrubs
BRASSICACEAE,Farsetia cf. stenoptera,H,N,Farsetia stenoptera-type,"annual or perennial herb or subshrub, 0,2-2 m high"
BRASSICACEAE,Farsetia ramossissima,H,N,Farsetia stylosa-type,"annual or perennial herb or subshrub, 20-60 cm tall"
BRASSICACEAE,type Schouwia purpurea,H,N,Schouwia-type purpurea,annual herb
BRASSICACEAE,Sinapsis-type,H,N,Sinapsis-type,"annual or perennial herbs, rarely subshrubs"
BRASSICACEAE,Cruciferae (-- Subularia),H,N,Subularia monticola,"short-lived stemless herb, 1.5-16 cm tall"
BRASSICACEAE,Subularia,H,N,Subularia monticola,"short-lived stemless herb, 1.5-16 cm tall"
BRASSICACEAE,Subularia monticola,H,N,Subularia monticola,"short-lived stemless herb, 1.5-16 cm tall"
BRASSICACEAE,Subularia-type monticola,H,N,Subularia monticola,"short-lived stemless herb, 1.5-16 cm tall"
BRASSICACEAE,Zilla,H,N,Zilla spinosa,spiny subshrub
BRASSICACEAE,Zilla cf.,H,N,Zilla spinosa,spiny subshrub
BRASSICACEAE,Zilla-type,H,N,Zilla spinosa,spiny subshrub
BREXIACEAE,Escalloniaceae cf Brexia,ST,A,Brexia madagascariensis,much-branched evergreen shrub or small tree 2-6 m tall
BRUNIACEAE,Bruniaceae,S,A,Bruniaceae undiff.,heath-like shrubs
BURMANNIACEAE,Burmannia sp.,H,N,Burmannia,"erect annual or perennial herbs, 3-40 cm tall"
BURMANNIACEAE,Burmaniaceae,H,N,Burmanniaceae undiff.,"small herbs, usually saprophytic and lacking chlorophyll"
BURSERACEAE,Aucoumea klaineana,,A,Aucoumea klaineana,"Tree, dioecious, 35-50 (-60) m"
BURSERACEAE,Boswelia,ST,A,Boswellia-type,trees or shrubs
BURSERACEAE,Boswellia,ST,A,Boswellia-type,trees or shrubs
BURSERACEAE,Burseraceae,ST,A,Burseraceae undiff.,"trees and shrubs, often spiny"
BURSERACEAE,Burseraceae undiff.,ST,A,Burseraceae undiff.,"trees and shrubs, often spiny"
BURSERACEAE,Canarium,T,A,Canarium-type,trees
BURSERACEAE,Canarium-type,T,A,Canarium-type,trees
BURSERACEAE,Commiphora,ST,A,Commiphora,"trees and shrubs, branches often terminating in spines"
BURSERACEAE,Commiphora sp.,ST,A,Commiphora,"trees and shrubs, branches often terminating in spines"
BURSERACEAE,Commiphora-type,ST,A,Commiphora,"trees and shrubs, branches often terminating in spines"
BURSERACEAE,Commiphora africana,ST,A,Commiphora africana-type,deciduous shrub or tree to 6 m high
BURSERACEAE,Commiphora africana type,ST,A,Commiphora africana-type,deciduous shrub or tree to 6 m high
BURSERACEAE,Commiphora africana-type,ST,A,Commiphora africana-type,deciduous shrub or tree to 6 m high
BURSERACEAE,Commiphora cf. C. africana,ST,A,Commiphora africana-type,deciduous shrub or tree to 6 m high
BURSERACEAE,Commiphora boiviniana-type,ST,A,Commiphora edulis-type,deciduous shrub or tree to 6 (-10) m tall
BURSERACEAE,Commiphora Boiviniana-type,ST,A,Commiphora edulis-type,deciduous shrub or tree to 6 (-10) m tall
BURSERACEAE,Commiphora cf. C. boiviniana,ST,A,Commiphora edulis-type,deciduous shrub or tree to 6 (-10) m tall
BURSERACEAE,Commiphora edulis-type,ST,A,Commiphora edulis-type,deciduous shrub or tree to 6 (-10) m tall
BURSERACEAE,Commiphora type boiviniana,ST,A,Commiphora edulis-type,deciduous shrub or tree to 6 (-10) m tall
BURSERACEAE,Commiphora madagascariensis-type,ST,A,Commiphora madagascarensis-type,shrub or tree 1-15 m tall
BURSERACEAE,Commiphora type madagascariensis,ST,A,Commiphora madagascarensis-type,shrub or tree 1-15 m tall
BURSERACEAE,Commiphora cf. C. riparia,T,A,Commiphora mildbraedii-type,tree to 5 m high
BURSERACEAE,Dacryodes-type,T,A,Dacryodes-type,trees
BURSERACEAE,Dacryoides-type,T,A,Dacryodes-type,trees
BURSERACEAE,Dacryodes edulis,T,A,Dacryodes-type edulis,tree 9-20 m high
BURSERACEAE,Santiria,T,A,Santiria-type,trees
BURSERACEAE,Santiria trimera,T,A,Santiria-type trimera,tree to 15 m high
BURSERACEAE,Santiria-type trimera,T,A,Santiria-type trimera,tree to 15 m high
BUXACEAE,Buxus,S(T),A,Buxus,"evergreen much-branched glabrous shrubs, sometimes trees"
BUXACEAE,Buxus hildebrandtii,S,A,Buxus hildebrandtii-type,evergreen shrub 2-6 m high
BUXACEAE,Buxus hildebrandtii-type,S,A,Buxus hildebrandtii-type,evergreen shrub 2-6 m high
BUXACEAE,Buxus madagascarica-type,S,A,Buxus madagascarica-type,evergreen shrub 2-5 m high
BUXACEAE,Buxus madagascariensis,S,A,Buxus madagascarica-type,evergreen shrub 2-5 m high
BUXACEAE,Buxus madagascariensis-type,S,A,Buxus madagascarica-type,evergreen shrub 2-5 m high
BUXACEAE,Buxus obtusifolia-type,ST,A,Buxus obtusifolia-type,shrub or small tree 6 m tall
BUXACEAE,Buxus obtusifolius-type,ST,A,Buxus obtusifolia-type,shrub or small tree 6 m tall
CACTACEAE,Rhipsalis cassutha,S(ep),A,Rhipsalis baccifera,epiphytic or rock-dwelling perennial succulent shrub 1-3 (-9) m long
CAESALPINIACEAE,Afzelia,T,A,Afzelia,unarmed evergreen or sometimes deciduous trees
CAESALPINIACEAE,Afzelia-type,T,A,Afzelia,unarmed evergreen or sometimes deciduous trees
CAESALPINIACEAE,Afzelia africana,T,A,Afzelia africana-type,tree 6-30 m high
CAESALPINIACEAE,Afzelia africana-type,T,A,Afzelia africana-type,tree 6-30 m high
CAESALPINIACEAE,Afzelia africanum,T,A,Afzelia africana-type,tree 6-30 m high
CAESALPINIACEAE,Afzelia cf. africana,T,A,Afzelia africana-type,tree 6-30 m high
CAESALPINIACEAE,Anthonota,T,A,Anthonotha-type,unarmed evergreen trees
CAESALPINIACEAE,Anthonotha,T,A,Anthonotha-type,unarmed evergreen trees
CAESALPINIACEAE,Anthonotha-type,T,A,Anthonotha-type,unarmed evergreen trees
CAESALPINIACEAE,Anthonotha macrophylla,ST,A,Anthonotha-type macrophylla,shrub or tree
CAESALPINIACEAE,Baikiaea,T,A,Baikiaea,unarmed evergreen trees
CAESALPINIACEAE,Baphiopsis,ST,A,Baphiopsis parviflora,unarmed evergreen shrub or small tree 2.5-15 m high
CAESALPINIACEAE,Baphiopsis parviflora,ST,A,Baphiopsis parviflora,unarmed evergreen shrub or small tree 2.5-15 m high
CAESALPINIACEAE,Baphiopsis-type parviflora,ST,A,Baphiopsis parviflora,unarmed evergreen shrub or small tree 2.5-15 m high
CAESALPINIACEAE,Bauhinia,ST,A,Bauhinia,shrubs or small trees
CAESALPINIACEAE,Bauhinia type,ST,A,Bauhinia,shrubs or small trees
CAESALPINIACEAE,Bauhinia monandra,S,A,Bauhinia monandra-type,shrub
CAESALPINIACEAE,Bauhinia monandra-type,S,A,Bauhinia monandra-type,shrub
CAESALPINIACEAE,Bauhinia rufescens,ST,A,Bauhinia rufescens-type,much-branched shrub or small tree up to 7.5 m high
CAESALPINIACEAE,Bauhinia rufescens-cf,ST,A,Bauhinia rufescens-type,much-branched shrub or small tree up to 7.5 m high
CAESALPINIACEAE,Bauhinia rufescens-type,ST,A,Bauhinia rufescens-type,much-branched shrub or small tree up to 7.5 m high
CAESALPINIACEAE,Berlinia/Isoberlinia,T(S),A,Berlinia/Isoberlinia,trees or shurbs
CAESALPINIACEAE,Berlinia,T(S),A,Berlinia-type,unarmed trees or shrubs
CAESALPINIACEAE,Berlinia sp.,T(S),A,Berlinia-type,unarmed trees or shrubs
CAESALPINIACEAE,Berlinia-type,T(S),A,Berlinia-type,unarmed trees or shrubs
CAESALPINIACEAE,Berlinia confusa,T,A,Berlinia-type confusa,tree 12-36 m high
CAESALPINIACEAE,Berlinia grandiflora,ST,A,Berlinia-type grandiflora,tree to 20 m high or shrub
CAESALPINIACEAE,Brachystegia sp.,T,A,Brachystegia,trees 
CAESALPINIACEAE,Brachystegia eurycoma,T,A,Brachystegia eurycoma-type,large crowned tree to 36 m high
CAESALPINIACEAE,Brachystegia zenkeri-type,T,A,Brachystegia zenkeri-type,large non-climbng tree to 45 m high
CAESALPINIACEAE,Burkea,T,A,Burkea africana,unarmed tree 4-20 m high
CAESALPINIACEAE,Burkea africana,T,A,Burkea africana,unarmed tree 4-20 m high
CAESALPINIACEAE,Burkea-type,T,A,Burkea africana,unarmed tree 4-20 m high
CAESALPINIACEAE,Burkea-type africana,T,A,Burkea africana,unarmed tree 4-20 m high
CAESALPINIACEAE,Caesalpinia/Haematoxylon sim.,STL,AL,Caesalpinia/Haematoxylon,
CAESALPINIACEAE,Caesalpinaceae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpiniaceae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpiniaceae type A,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpiniaceae undiff.,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpiniaceae unfiff.,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpinioideae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caslapiniaceae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Legume-Caesalpinaceae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Leguminosae: Cesalpinoideae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Type Caesalpiniaceae,STL(H),I,Caesalpiniaceae undiff.,"trees, shrubs or lianes, less often herbs, sometimes armed"
CAESALPINIACEAE,Caesalpinia-type,STL,AL,Caesalpinia-type,"shrubs, often climbing, or trees, often with spines or prickles"
CAESALPINIACEAE,Caesalpinia pulcherrina,S,A,Caesalpinia-type pulcherrina,"Glabrous ornamental shrub, unarmed or with small prickles, 1-6 m"
CAESALPINIACEAE,Caesalpiniaceae (Cassia?),HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia (?),HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia sp.,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cf Cassia,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia spp.,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia t.,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia type,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia-type,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,cf Cassia,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Senna,HST,I,Cassia-type,"unarmed trees or shrubs, herbs"
CAESALPINIACEAE,Cassia absus,H,N,Cassia-type absus,"erect or procumbent much-branched annual or short-lived perennial herb, 0.1-1.2 m high"
CAESALPINIACEAE,Cassia cf. absus,H,N,Cassia-type absus,"erect or procumbent much-branched annual or short-lived perennial herb, 0.1-1.2 m high"
CAESALPINIACEAE,Cassia alata,S,A,Cassia-type alata,soft-wooded shrub up to 4.5 m high
CAESALPINIACEAE,Cassia cf. didymobotrya,S,A,Cassia-type didymobotrya,bushy shrub 1.5-9 m high
CAESALPINIACEAE,Cassia didymobotrya,S,A,Cassia-type didymobotrya,bushy shrub 1.5-9 m high
CAESALPINIACEAE,Cassia-type didymobotrya,S,A,Cassia-type didymobotrya,bushy shrub 1.5-9 m high
CAESALPINIACEAE,Cassia cf. italica,HS,I,Cassia-type italica,erect to prostrate perennial herb or small shrub 15-60 cm
CAESALPINIACEAE,Cassia italica,HS,I,Cassia-type italica,erect to prostrate perennial herb or small shrub 15-60 cm
CAESALPINIACEAE,Cassia italica-type,HS,I,Cassia-type italica,erect to prostrate perennial herb or small shrub 15-60 cm
CAESALPINIACEAE,Cassia-type italica,HS,I,Cassia-type italica,erect to prostrate perennial herb or small shrub 15-60 cm
CAESALPINIACEAE,Cassia kirkii-type,H,N,Cassia-type kirkii,annual non-climbing herb
CAESALPINIACEAE,Cassia-type mimosoides,H,N,Cassia-type mimosoides,erect or prostrate annual or short-lived perennial herb
CAESALPINIACEAE,Cassia obtusifolia-type,S,A,Cassia-type obtusifolia,annual non climbing shrub
CAESALPINIACEAE,Cassia tora,S,A,Cassia-type obtusifolia,annual non climbing shrub
CAESALPINIACEAE,Cassia cf. occidentalis,H,N,Cassia-type occidentalis,"erect, sometimes slightly woody herb, 0.2-2 m high"
CAESALPINIACEAE,Cassia occidentalis,H,N,Cassia-type occidentalis,"erect, sometimes slightly woody herb, 0.2-2 m high"
CAESALPINIACEAE,Cassia occidentalis-type,H,N,Cassia-type occidentalis,"erect, sometimes slightly woody herb, 0.2-2 m high"
CAESALPINIACEAE,Cassia siamea-type,T,A,Cassia-type siamea,"non-climbing tree, 10 m tall"
CAESALPINIACEAE,Cassia-type sengueana,ST,A,Cassia-type singueana,shrub or small tree 1-15 m high
CAESALPINIACEAE,Ceratonia,T,A,Ceratonia oreothauma,tree
CAESALPINIACEAE,Cercis,T,A,Cercis,trees
CAESALPINIACEAE,cf. Cercis siliquastrum,T,A,Cercis siliquastrum-type,trees
CAESALPINIACEAE,Colophospermum mopane,T,A,Colophospermum mopane,non climbing tree
CAESALPINIACEAE,Copaifera-type,ST,A,Copaifera-type,trees and shrubs
CAESALPINIACEAE,Copaifera salikounda,T,A,Copaifera-type salikounda,large tree
CAESALPINIACEAE,Copaifera salikunda,T,A,Copaifera-type salikounda,large tree
CAESALPINIACEAE,Copaifera salikunda-type,T,A,Copaifera-type salikounda,large tree
CAESALPINIACEAE,Cf Crudia,T,A,Crudia-type,trees
CAESALPINIACEAE,Crudia,T,A,Crudia-type,trees
CAESALPINIACEAE,Crudia type,T,A,Crudia-type,trees
CAESALPINIACEAE,Crudia-type,T,A,Crudia-type,trees
CAESALPINIACEAE,Crudia-type gabonensis,T,A,Crudia-type gabonensis,tree to 25 m high
CAESALPINIACEAE,Crudia klainei,T,A,Crudia-type klainei,tree to 8 m high
CAESALPINIACEAE,Crudia Klainei,T,A,Crudia-type klainei,tree to 8 m high
CAESALPINIACEAE,Crudia klainei-type,T,A,Crudia-type klainei,tree to 8 m high
CAESALPINIACEAE,T. Crudia klainei,T,A,Crudia-type klainei,tree to 8 m high
CAESALPINIACEAE,Cryptosepalum,ST,A,Cryptosepalum,"unarmed subshrubs, shrubs or trees"
